Gene	Panel
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NKX2-6	FE_CHD_SureSelect_hg19_coverage
NKX2-6	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
NKX2-6	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NKX2-6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
NKX2-6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
NKX2-6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
NKX2-6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
NKX2-6	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
NKX2-6	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
NKX2-6	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NLRP12	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
NLRP12	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NLRP3	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
NLRP3	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NOD2	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
NOD2	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NODAL	FE_CHD_SureSelect_hg19_coverage
NODAL	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
NODAL	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NODAL	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
NODAL	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
NODAL	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
NODAL	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
NODAL	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
NODAL	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
NODAL	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NOP10	combined
NOP10	FE_Breakage_SureSelect_hg19_coverage
NOP10	IBMFS_SURESELECT
NOP10	sub_RefSeq_-20+10_FE_IBMFS
NOS1AP	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NOS1AP	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
NOS1AP	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_LQTonly_v1
NOS1AP	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
NOS1AP	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
NOS1AP	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
NOS1AP	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NOTCH1	FE_Aortopathy_SureSelect_hg19_coverage
NOTCH1	FE_CHD_SureSelect_hg19_coverage
NOTCH1	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_v4
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_v5
NOTCH1	sub_RefSeq_-20+10_FE_Aortopathy_v6
NOTCH1	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
NOTCH1	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
NOTCH1	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_BAV_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
NOTCH1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NOTCH2	FE_CHD_SureSelect_hg19_coverage
NOTCH2	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
NOTCH2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NOTCH2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
NOTCH2	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
NOTCH2	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
NOTCH2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
NOTCH2	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
NOTCH2	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
NOTCH2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NOTCH3	sub_RefSeq_-20+10_FE_adHoc_NOTCH3_PDGFRB_v1
NPHP4	SRNS_new
NPHP4	SRNS_V5
NPHS1	FE_SRNS_SureSelect_hg19_coverage
NPHS1	SRNS_new
NPHS1	SRNS_V5
NPHS2	FE_SRNS_SureSelect_hg19_coverage
NPHS2	SRNS_new
NPHS2	SRNS_V5
NPPA	FE_CHD_SureSelect_hg19_coverage
NPPA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NPPA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
NPPA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
NPPA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
NPPA	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NR0B1	sub_RefSeq_-20+10_FE_Hypogonadotrophic_hypogonadism+MID1_v1
NRAS	FE_CHD_SureSelect_hg19_coverage
NRAS	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
NRAS	sub_RefSeq_-20+10_FE_adHoc_Noonan_Wiedemann-Steiner_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
NRAS	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NRAS	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
NRAS	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NRXN1	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
NRXN1	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
NSD1	KR_TSC_flank20
NSD1	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
NSD1	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
NSD1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
NSD1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
NSD1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
NSD1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
NSD1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
NSD1	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2
NSD1	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2_ForCovAssessmentONLY
NSD1	sub_RefSeq_-20+10_FE_Overgrowth_v1
NSD1	sub_RefSeq_-20+10_FE_Overgrowth_v2
NSD1	sub_RefSeq_-20+10_FE_Overgrowth_v2_ForCovAssessmentONLY
NSMF	sub_RefSeq_-20+10_FE_Hypogonadotrophic_hypogonadism+MID1_v1
NTRK1	IPN_All_ROIs_Regions_forCoverageBed
NTRK1	FE_IPN_SureSelect_hg19_coverage
NTRK1	IPN_SureSelect_V1_Regions_forCoverageBed
NTRK1	IPN-Ext_QXT
NTRK1	IPN-Ext_QXT_hg19_coverage
NTRK1	IPN-Ext_QXT_hg19_coverage_overlap
NTRK1	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
NUP107	SRNS_new
NUP107	SRNS_V5
NUP93	SRNS_new
NUP93	SRNS_V5
NXF5	SRNS_new
NXF5	SRNS_V5
OBSL1	sub_RefSeq_-20+10_FE_3M_v1
OCRL	SRNS_new
OCRL	SRNS_V5
ORAI1	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
ORAI1	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
ORC1	Breakage_fixedPOLH
ORC1	CBD_SURESELECT
ORC1	combined
ORC1	FE_Breakage_SureSelect_hg19_coverage
ORC1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
ORC1	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
ORC1	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
ORC4	Breakage_fixedPOLH
ORC4	CBD_SURESELECT
ORC4	combined
ORC4	FE_Breakage_SureSelect_hg19_coverage
ORC4	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
ORC4	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
ORC4	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
ORC6	Breakage_fixedPOLH
ORC6	CBD_SURESELECT
ORC6	combined
ORC6	FE_Breakage_SureSelect_hg19_coverage
ORC6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
ORC6	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
ORC6	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
OSTM1	FE_OP_SureSelect_hg19_coverage
OSTM1	sub_RefSeq_-20+10_FE_OP_clone_v1
OSTM1	sub_RefSeq_-20+10_FE_OP_clone_v1_covonly
OSTM1	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1
OSTM1	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1_covonly
OTOA	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
OTOF	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
OTOG	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
P2RX2	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
PALB2	Breakage_fixedPOLH
PALB2	CBD_SURESELECT
PALB2	combined
PALB2	FANC_SURESELECT
PALB2	FE_Breakage_SureSelect_hg19_coverage
PALB2	IBMFS_SURESELECT
PALB2	KR_TSC_flank20
PALB2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
PALB2	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
PALB2	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
PALB2	sub_RefSeq_-20+10_FE_IBMFS
PAX2	SRNS_new
PAX2	SRNS_V5
PAX3	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
PAX3	sub_RefSeq_-20+10_FE_Deafness_Waardenburg_v1
PCCA	Cardiac_SureSelect_All_Regions_forCoverageBed
PCCA	FE_Cardiac_SureSelect_hg19_coverage
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
PCCA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
PCCA	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
PCCB	Cardiac_SureSelect_All_Regions_forCoverageBed
PCCB	FE_Cardiac_SureSelect_hg19_coverage
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
PCCB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
PCCB	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
PCDH15	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
PCDH19	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
PCNT	sub_RefSeq_-20+10_FE_Pontocerebellar_hypoplasia_v1
PCSK1	sub_RefSeq_-20+10_FE_Hypogonadotrophic_hypogonadism+MID1_v1
PCSK9	CoreRegions_forCoverageBed_FH
PCSK9	FH_Core_Regions_forCoverageBed
PCSK9	FH_v2_v3_overlap
PCSK9	FH_V3_hg19
PCSK9	FH_V3+-20only
PCSK9	FH_variantcalling_Core_Regions_forCoverageBed
PCSK9	FH_variants_and_coverage_Regions_forCoverageBed
PCSK9	FHv3
PCSK9	FHversion3_060716
PCYT1A	sub_RefSeq_-20+10_FE_adHoc_PCYT1A_v1
PDE4D	sub_RefSeq_-20+10_FE_adHoc_PTH_signalling_v1
PDGFB	sub_RefSeq_-20+10_FE_adHoc_BrainCalcification_FrontotemporalDementia_v1
PDGFRB	sub_RefSeq_-20+10_FE_adHoc_BrainCalcification_FrontotemporalDementia_v1
PDGFRB	sub_RefSeq_-20+10_FE_adHoc_NOTCH3_PDGFRB_v1
PDK3	IPN-Ext_QXT
PDK3	IPN-Ext_QXT_hg19_coverage
PDK3	IPN-Ext_QXT_hg19_coverage_newbits
PDK3	sub_RefSeq_-20+10_FE_IPN_extended_v1
PDLIM3	Cardiac_SureSelect_All_Regions_forCoverageBed
PDLIM3	FE_Cardiac_SureSelect_hg19_coverage
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
PDLIM3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
PDSS2	FE_SRNS_SureSelect_hg19_coverage
PDSS2	SRNS_new
PDSS2	SRNS_V5
PDZD7	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
PGM1	sub_RefSeq_-20+10_FE_Glycosylation_Type1_v1
PHF6	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
PHF6	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_EHMT1_v1
PHF6	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
PHF6	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
PHF6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
PHF6	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
PHF6	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
PHF6	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
PHF6	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
PHF6	sub_RefSeq_-20+10_FE_CoffinSiris
PHF6	sub_RefSeq_-20+10_FE_CoffinSiris_v2
PHOX2B	KR_TSC_flank20
PHOX2B	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
PIEZO2	FE_DA_SureSelect_hg19_coverage
PIEZO2	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
PIEZO2	sub_RefSeq_-20+10_FE_DistalArthrogryposis_v1
PIGA	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
PIK3CA	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
PIK3CA	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2
PIK3CA	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2_ForCovAssessmentONLY
PIK3CD	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
PIK3CD	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
PIK3R1	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
PIK3R1	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
PIK3R2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
PIK3R2	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2
PIK3R2	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2_ForCovAssessmentONLY
PITX2	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
PITX2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
PITX2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
PITX2	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
PITX2	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
PITX2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
PITX2	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
PITX2	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
PITX2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
PKD1	SRNS_new
PKD2	SRNS_new
PKHD1	SRNS_new
PKP1	sub_RefSeq_-20+10_FE_Corneodesmosin_v1
PKP2	Cardiac_SureSelect_All_Regions_forCoverageBed
PKP2	FE_Cardiac_SureSelect_hg19_coverage
PKP2	FE_CHD_SureSelect_hg19_coverage
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
PKP2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
PLCB1	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
PLCE1	SRNS_new
PLCE1	SRNS_V5
PLCG2	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
PLCG2	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
PLEC	HTG-20+10_hg19
PLEKHG5	IPN_All_ROIs_Regions_forCoverageBed
PLEKHG5	FE_IPN_SureSelect_hg19_coverage
PLEKHG5	IPN_SureSelect_V1_Regions_forCoverageBed
PLEKHG5	IPN-Ext_QXT
PLEKHG5	IPN-Ext_QXT_hg19_coverage
PLEKHG5	IPN-Ext_QXT_hg19_coverage_newbits
PLEKHG5	IPN-Ext_QXT_hg19_coverage_overlap
PLEKHG5	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
PLEKHM1	FE_OP_SureSelect_hg19_coverage
PLEKHM1	sub_RefSeq_-20+10_FE_OP_clone_v1
PLEKHM1	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1
PLN	Cardiac_SureSelect_All_Regions_forCoverageBed
PLN	FE_Cardiac_SureSelect_hg19_coverage
PLN	FE_CHD_SureSelect_hg19_coverage
PLN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
PLN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1
PLN	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1_FOR_COVERAGE
PLN	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
PLOD1	FE_Aortopathy_SureSelect_hg19_coverage
PLOD1	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
